"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover in Lacs","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"TCS","EQ","12-Jun-2015","       2571.30","       2571.90","       2588.95","       2476.80","       2520.00","       2505.80","       2526.70","    1285728","      32486.52","      80056","     700457","         54.48"
"TCS","EQ","15-Jun-2015","       2505.80","       2505.30","       2520.45","       2481.00","       2509.50","       2504.80","       2503.06","    1262588","      31603.35","      57691","    1008687","         79.89"
"TCS","EQ","16-Jun-2015","       2504.80","       2500.00","       2519.30","       2494.45","       2508.00","       2512.00","       2510.70","     633698","      15910.26","      41162","     481883","         76.04"
"TCS","EQ","17-Jun-2015","       2512.00","       2521.00","       2529.15","       2501.80","       2512.00","       2513.80","       2516.05","     987860","      24855.04","      88734","     698348","         70.69"
"TCS","EQ","18-Jun-2015","       2513.80","       2515.00","       2546.30","       2508.00","       2522.00","       2530.05","       2533.09","    1082523","      27421.24","      83019","     764949","         70.66"
"TCS","EQ","19-Jun-2015","       2530.05","       2535.00","       2555.00","       2527.10","       2550.00","       2549.55","       2546.79","     999805","      25462.96","      50051","     769320","         76.95"
"TCS","EQ","22-Jun-2015","       2549.55","       2547.00","       2600.00","       2547.00","       2598.30","       2591.50","       2587.10","     551001","      14254.95","      43692","     317646","         57.65"
"TCS","EQ","23-Jun-2015","       2591.50","       2600.00","       2608.00","       2567.20","       2585.90","       2574.60","       2582.03","     449159","      11597.40","      30619","     280403","         62.43"
"TCS","EQ","24-Jun-2015","       2574.60","       2580.00","       2587.90","       2558.85","       2568.70","       2570.30","       2573.22","     585123","      15056.52","      39464","     331254","         56.61"
"TCS","EQ","25-Jun-2015","       2570.30","       2562.00","       2573.00","       2544.15","       2552.00","       2550.00","       2553.80","     965496","      24656.82","      36543","     728243","         75.43"
"TCS","EQ","26-Jun-2015","       2550.00","       2550.20","       2596.35","       2550.20","       2590.10","       2592.80","       2579.82","     645051","      16641.12","      34240","     356380","         55.25"
"TCS","EQ","29-Jun-2015","       2592.80","       2572.00","       2604.00","       2543.40","       2599.00","       2592.90","       2569.67","     686378","      17637.68","      35008","     263984","         38.46"
"TCS","EQ","30-Jun-2015","       2592.90","       2585.00","       2588.75","       2540.00","       2555.00","       2550.95","       2557.03","     774976","      19816.34","      34960","     468575","         60.46"
"TCS","EQ","01-Jul-2015","       2550.95","       2563.90","       2608.00","       2556.75","       2600.00","       2593.10","       2584.41","     639854","      16536.44","      50229","     405105","         63.31"
"TCS","EQ","02-Jul-2015","       2593.10","       2600.00","       2602.95","       2571.05","       2582.00","       2577.75","       2583.81","     722940","      18679.40","      63066","     441786","         61.11"
"TCS","EQ","03-Jul-2015","       2577.75","       2573.05","       2610.00","       2570.00","       2603.10","       2603.90","       2595.18","     481735","      12501.90","      34612","     263852","         54.77"
"TCS","EQ","06-Jul-2015","       2603.90","       2580.30","       2645.00","       2580.30","       2629.70","       2633.30","       2613.46","     591169","      15449.99","      31304","     280866","         47.51"
"TCS","EQ","07-Jul-2015","       2633.30","       2632.75","       2646.90","       2603.00","       2623.90","       2616.25","       2627.79","     821418","      21585.10","      51719","     531468","         64.70"
"TCS","EQ","08-Jul-2015","       2616.25","       2597.95","       2621.70","       2580.50","       2591.70","       2595.10","       2596.66","    1333925","      34637.45","      85552","     956051","         71.67"
"TCS","EQ","09-Jul-2015","       2595.10","       2595.00","       2598.25","       2506.65","       2529.35","       2522.50","       2540.37","    1967061","      49970.69","     142048","    1156795","         58.81"
"TCS","EQ","10-Jul-2015","       2522.50","       2559.00","       2559.00","       2455.00","       2467.00","       2474.35","       2489.45","    4131827","     102859.90","     211247","    2279427","         55.17"
"TCS","EQ","13-Jul-2015","       2474.35","       2475.40","       2518.60","       2475.40","       2506.10","       2509.55","       2502.25","    1140154","      28529.46","      53024","     672149","         58.95"
"TCS","EQ","14-Jul-2015","       2509.55","       2511.00","       2515.00","       2490.00","       2498.85","       2499.50","       2499.62","     851637","      21287.67","      49611","     583671","         68.54"
"TCS","EQ","15-Jul-2015","       2499.50","       2501.00","       2549.95","       2500.00","       2548.00","       2545.75","       2534.53","    1001830","      25391.69","      76369","     665637","         66.44"
"TCS","EQ","16-Jul-2015","       2545.75","       2543.70","       2558.85","       2526.60","       2534.90","       2540.20","       2543.54","     728304","      18524.69","      58974","     449458","         61.71"
"TCS","EQ","17-Jul-2015","       2540.20","       2546.80","       2570.10","       2543.30","       2563.25","       2564.40","       2558.02","     535263","      13692.12","      39534","     299824","         56.01"
"TCS","EQ","20-Jul-2015","       2564.40","       2564.00","       2583.90","       2551.90","       2579.95","       2579.15","       2571.54","     426893","      10977.74","      38037","     243186","         56.97"
"TCS","EQ","21-Jul-2015","       2579.15","       2576.00","       2600.35","       2555.10","       2561.70","       2561.40","       2574.93","     637250","      16408.75","      52304","     399441","         62.68"
"TCS","EQ","22-Jul-2015","       2561.40","       2561.00","       2569.00","       2521.05","       2530.90","       2528.05","       2532.40","     660314","      16721.80","      44395","     450257","         68.19"
"TCS","EQ","23-Jul-2015","       2528.05","       2517.50","       2537.85","       2483.00","       2492.05","       2488.60","       2505.27","     748390","      18749.16","      34659","     491798","         65.71"
"TCS","EQ","24-Jul-2015","       2488.60","       2497.50","       2516.50","       2492.10","       2507.10","       2505.15","       2506.09","     787486","      19735.08","      38528","     512154","         65.04"
"TCS","EQ","27-Jul-2015","       2505.15","       2488.00","       2505.00","       2481.15","       2501.15","       2497.05","       2496.91","    1001869","      25015.78","      65507","     798854","         79.74"
"TCS","EQ","28-Jul-2015","       2497.05","       2499.50","       2519.00","       2492.15","       2509.70","       2502.05","       2509.48","     945594","      23729.48","      48484","     759857","         80.36"
"TCS","EQ","29-Jul-2015","       2502.05","       2511.00","       2515.05","       2483.50","       2515.00","       2506.75","       2501.68","    1206659","      30186.72","      85826","     966402","         80.09"
"TCS","EQ","30-Jul-2015","       2506.75","       2516.05","       2516.80","       2472.80","       2472.80","       2480.65","       2490.30","    1385287","      34497.83","      77684","    1230247","         88.81"
"TCS","EQ","31-Jul-2015","       2480.65","       2489.90","       2519.00","       2487.00","       2511.45","       2510.75","       2502.23","     981888","      24569.07","      67496","     675985","         68.85"
"TCS","EQ","03-Aug-2015","       2510.75","       2503.40","       2525.00","       2500.90","       2508.00","       2509.60","       2514.14","     589662","      14824.92","      50976","     404877","         68.66"
"TCS","EQ","04-Aug-2015","       2509.60","       2510.40","       2523.00","       2486.00","       2510.00","       2508.90","       2500.32","    1171346","      29287.37","      82052","     973725","         83.13"
"TCS","EQ","05-Aug-2015","       2508.90","       2520.00","       2550.00","       2511.00","       2544.55","       2547.15","       2539.25","     494497","      12556.52","      46758","     339571","         68.67"
"TCS","EQ","06-Aug-2015","       2547.15","       2565.00","       2583.00","       2550.10","       2569.30","       2573.30","       2566.25","    1105683","      28374.61","      67097","     888664","         80.37"
"TCS","EQ","07-Aug-2015","       2573.30","       2573.00","       2573.00","       2547.00","       2559.00","       2552.05","       2558.60","     594253","      15204.58","      51065","     457333","         76.96"
"TCS","EQ","10-Aug-2015","       2552.05","       2572.00","       2589.00","       2556.60","       2575.00","       2572.10","       2576.47","     715591","      18437.02","      45499","     563414","         78.73"
"TCS","EQ","11-Aug-2015","       2572.10","       2578.00","       2610.00","       2542.10","       2600.80","       2604.20","       2595.57","    1100153","      28555.27","      60746","     777937","         70.71"
"TCS","BL","12-Aug-2015","       1020.00","       2604.20","       2604.20","       2604.20","       2604.20","       2604.20","       2604.20","      49865","       1298.58","          1","          0","          0.00"
"TCS","EQ","12-Aug-2015","       2604.20","       2603.10","       2691.40","       2602.00","       2670.00","       2671.70","       2658.48","    1739892","      46254.60","     116770","    1317431","         75.72"
"TCS","EQ","13-Aug-2015","       2671.70","       2670.00","       2684.00","       2556.00","       2638.35","       2635.60","       2652.19","     703213","      18650.57","      47820","     460590","         65.50"
"TCS","EQ","14-Aug-2015","       2635.60","       2638.00","       2719.35","       2637.10","       2692.05","       2703.20","       2688.81","    1146982","      30840.16","      82195","     766818","         66.86"
"TCS","EQ","17-Aug-2015","       2703.20","       2690.10","       2696.80","       2655.00","       2685.90","       2684.75","       2673.60","     386822","      10342.08","      30502","     206955","         53.50"
"TCS","EQ","18-Aug-2015","       2684.75","       2706.90","       2749.90","       2690.00","       2745.95","       2740.90","       2736.66","     958463","      26229.85","     100314","     623865","         65.09"
"TCS","EQ","19-Aug-2015","       2740.90","       2750.00","       2752.85","       2721.90","       2727.00","       2733.60","       2739.06","     845035","      23146.00","      90389","     588336","         69.62"
"TCS","EQ","20-Aug-2015","       2733.60","       2745.00","       2745.00","       2672.00","       2686.50","       2686.85","       2702.74","    1174649","      31747.72","     105196","     842334","         71.71"
"TCS","EQ","21-Aug-2015","       2686.85","       2712.00","       2729.90","       2655.10","       2671.00","       2676.15","       2684.30","    1768040","      47459.43","     113746","    1315006","         74.38"
"TCS","EQ","24-Aug-2015","       2676.15","       2639.00","       2645.00","       2569.10","       2586.00","       2578.65","       2599.95","    2346172","      60999.28","      98288","    1766434","         75.29"
"TCS","EQ","25-Aug-2015","       2578.65","       2587.90","       2622.00","       2535.50","       2564.80","       2567.15","       2574.64","    1962900","      50537.51","      90437","    1340952","         68.31"
"TCS","EQ","26-Aug-2015","       2567.15","       2558.05","       2639.00","       2511.95","       2579.80","       2576.75","       2591.93","    1608079","      41680.33","      92978","    1139025","         70.83"
"TCS","EQ","27-Aug-2015","       2576.75","       2614.90","       2614.90","       2545.80","       2567.00","       2574.65","       2572.91","    2632399","      67729.16","     126702","    2065390","         78.46"
"TCS","EQ","28-Aug-2015","       2574.65","       2609.00","       2609.00","       2557.70","       2563.10","       2570.85","       2581.92","    1372076","      35425.85","     102566","    1063723","         77.53"
"TCS","EQ","31-Aug-2015","       2570.85","       2590.00","       2590.00","       2531.05","       2575.00","       2564.05","       2566.03","    1846022","      47369.45","     109961","    1434044","         77.68"
"TCS","EQ","01-Sep-2015","       2564.05","       2556.00","       2611.20","       2530.00","       2533.20","       2537.40","       2574.50","    1493801","      38457.90","      96695","     981661","         65.72"
"TCS","EQ","02-Sep-2015","       2537.40","       2559.70","       2620.45","       2548.00","       2600.00","       2591.80","       2595.11","    1882975","      48865.23","     114103","    1263275","         67.09"
"TCS","EQ","03-Sep-2015","       2591.80","       2596.10","       2615.00","       2576.25","       2606.00","       2605.60","       2594.76","    1132537","      29386.60","      91703","     745864","         65.86"
"TCS","EQ","04-Sep-2015","       2605.60","       2611.40","       2614.90","       2539.15","       2544.00","       2547.45","       2568.96","    1213198","      31166.52","     124154","     800848","         66.01"
"TCS","EQ","07-Sep-2015","       2547.45","       2553.00","       2559.95","       2532.70","       2539.60","       2539.75","       2546.50","     879592","      22398.83","      73248","     638480","         72.59"
"TCS","EQ","08-Sep-2015","       2539.75","       2545.00","       2564.10","       2523.50","       2540.30","       2540.30","       2540.52","     893873","      22709.00","      64944","     616912","         69.02"
"TCS","EQ","09-Sep-2015","       2540.30","       2562.95","       2574.00","       2544.00","       2551.00","       2549.75","       2558.04","    1022538","      26156.92","      62654","     625155","         61.14"
"TCS","EQ","10-Sep-2015","       2549.75","       2542.00","       2578.50","       2527.00","       2550.00","       2545.40","       2553.83","    1332909","      34040.20","      96715","     916263","         68.74"
"TCS","EQ","11-Sep-2015","       2545.40","       2546.50","       2568.40","       2540.60","       2549.80","       2552.00","       2553.59","     796336","      20335.17","      60997","     560414","         70.37"
"TCS","EQ","14-Sep-2015","       2552.00","       2565.00","       2565.00","       2543.00","       2548.00","       2551.65","       2552.98","     794659","      20287.50","      57713","     577291","         72.65"
"TCS","EQ","15-Sep-2015","       2551.65","       2551.65","       2558.90","       2536.00","       2537.25","       2547.60","       2548.86","     689950","      17585.84","      64604","     485074","         70.31"
"TCS","EQ","16-Sep-2015","       2547.60","       2555.00","       2565.00","       2541.05","       2548.00","       2550.35","       2553.80","     878408","      22432.76","      69451","     634884","         72.28"
"TCS","EQ","18-Sep-2015","       2550.35","       2565.00","       2586.00","       2539.00","       2545.00","       2551.25","       2565.18","    1227647","      31491.41","      70579","     870927","         70.94"
"TCS","EQ","21-Sep-2015","       2551.25","       2550.00","       2557.10","       2533.20","       2555.65","       2551.05","       2545.78","     554420","      14114.30","      59635","     370607","         66.85"
"TCS","EQ","22-Sep-2015","       2551.05","       2557.50","       2572.40","       2490.00","       2522.55","       2526.80","       2545.14","    1040623","      26485.36","      72612","     671655","         64.54"
"TCS","EQ","23-Sep-2015","       2526.80","       2534.30","       2557.75","       2512.60","       2534.60","       2532.65","       2533.36","     614176","      15559.32","      37626","     345011","         56.17"
"TCS","EQ","24-Sep-2015","       2532.65","       2535.50","       2590.00","       2529.90","       2579.00","       2580.40","       2561.80","    1177127","      30155.63","      71506","     824902","         70.08"
"TCS","EQ","28-Sep-2015","       2580.40","       2594.00","       2619.00","       2579.50","       2600.00","       2593.70","       2603.35","    1183406","      30808.21","      77392","     894029","         75.55"
"TCS","EQ","29-Sep-2015","       2593.70","       2583.35","       2634.00","       2569.85","       2592.00","       2588.25","       2603.73","    1662976","      43299.46","     103754","    1244496","         74.84"
"TCS","EQ","30-Sep-2015","       2588.25","       2643.70","       2643.70","       2570.95","       2585.00","       2588.05","       2585.98","    1684168","      43552.27","      81073","    1273762","         75.63"
"TCS","EQ","01-Oct-2015","       2588.05","       2599.00","       2649.95","       2592.20","       2641.10","       2644.60","       2630.47","    1417204","      37279.14","      94874","    1002629","         70.75"
"TCS","EQ","05-Oct-2015","       2644.60","       2652.70","       2770.00","       2652.70","       2719.90","       2711.65","       2711.39","    2403653","      65172.48","     146358","    1616394","         67.25"
"TCS","EQ","06-Oct-2015","       2711.65","       2725.00","       2726.00","       2684.00","       2686.20","       2700.00","       2704.90","    1989795","      53821.89","      96553","    1635016","         82.17"
"TCS","EQ","07-Oct-2015","       2700.00","       2693.95","       2717.00","       2646.95","       2655.00","       2653.95","       2677.99","    1032765","      27657.31","     102318","     683381","         66.17"
"TCS","EQ","08-Oct-2015","       2653.95","       2670.00","       2678.35","       2620.00","       2631.90","       2633.80","       2642.62","    1178775","      31150.49","     102041","     865714","         73.44"
"TCS","EQ","09-Oct-2015","       2633.80","       2650.50","       2650.60","       2608.00","       2630.00","       2629.65","       2628.83","    1124862","      29570.73","      68120","     837088","         74.42"
"TCS","EQ","12-Oct-2015","       2629.65","       2655.00","       2660.35","       2587.00","       2597.70","       2592.60","       2612.17","    1227956","      32076.25","      84883","     675044","         54.97"
"TCS","EQ","13-Oct-2015","       2592.60","       2602.80","       2612.00","       2567.60","       2586.85","       2598.55","       2589.61","    3089856","      80015.36","     129714","    1303446","         42.18"
"TCS","EQ","14-Oct-2015","       2598.55","       2548.00","       2548.00","       2480.00","       2480.90","       2483.70","       2502.59","    4168564","     104322.20","     175646","    2297432","         55.11"
"TCS","EQ","15-Oct-2015","       2483.70","       2490.00","       2503.50","       2465.00","       2468.80","       2467.75","       2478.15","    1607855","      39845.12","     107563","    1101822","         68.53"
"TCS","EQ","16-Oct-2015","       2467.75","       2480.90","       2492.00","       2470.00","       2472.00","       2473.75","       2477.86","    1166914","      28914.52","      68190","     791055","         67.79"
"TCS","EQ","19-Oct-2015","       2473.75","       2490.00","       2494.95","       2455.85","       2493.95","       2488.75","       2473.90","    1565321","      38724.50","      55224","    1047364","         66.91"
"TCS","EQ","20-Oct-2015","       2488.75","       2496.25","       2530.00","       2495.60","       2523.20","       2526.75","       2520.95","    1347542","      33970.90","      60572","     942992","         69.98"
"TCS","EQ","21-Oct-2015","       2526.75","       2535.00","       2542.00","       2522.25","       2526.00","       2530.00","       2532.48","     964844","      24434.49","      80004","     691629","         71.68"
"TCS","EQ","23-Oct-2015","       2530.00","       2548.00","       2548.00","       2527.30","       2536.95","       2537.15","       2534.65","    1167699","      29597.13","      39962","     862305","         73.85"
"TCS","EQ","26-Oct-2015","       2537.15","       2549.00","       2549.00","       2515.10","       2540.00","       2536.55","       2530.16","     707315","      17896.22","      58521","     469883","         66.43"
"TCS","EQ","27-Oct-2015","       2536.55","       2530.05","       2544.90","       2520.35","       2528.90","       2531.10","       2531.42","     765210","      19370.67","      47064","     541265","         70.73"
"TCS","EQ","28-Oct-2015","       2531.10","       2510.05","       2533.55","       2510.05","       2528.00","       2529.10","       2524.11","     627671","      15843.12","      43535","     444506","         70.82"
"TCS","EQ","29-Oct-2015","       2529.10","       2533.55","       2535.40","       2490.05","       2496.00","       2495.35","       2500.06","    1565158","      39129.86","      61541","    1065888","         68.10"
"TCS","EQ","30-Oct-2015","       2495.35","       2500.00","       2511.90","       2485.00","       2500.00","       2495.20","       2495.93","     758348","      18927.87","      41071","     519557","         68.51"
"TCS","EQ","02-Nov-2015","       2495.20","       2500.00","       2522.80","       2487.55","       2518.00","       2517.35","       2507.96","     659647","      16543.69","      48056","     480522","         72.85"
"TCS","EQ","03-Nov-2015","       2517.35","       2528.00","       2547.80","       2518.50","       2538.85","       2543.45","       2536.88","     682453","      17313.03","      39895","     502388","         73.62"
"TCS","EQ","04-Nov-2015","       2543.45","       2545.00","       2547.20","       2520.00","       2526.75","       2533.80","       2532.27","     495717","      12552.90","      41282","     284406","         57.37"
"TCS","EQ","05-Nov-2015","       2533.80","       2530.80","       2534.95","       2480.00","       2485.00","       2482.65","       2496.94","     798049","      19926.77","      38722","     556372","         69.72"
"TCS","EQ","06-Nov-2015","       2482.65","       2492.00","       2518.25","       2483.45","       2505.20","       2505.75","       2507.54","     454012","      11384.53","      26028","     298424","         65.73"
"TCS","EQ","09-Nov-2015","       2505.75","       2495.00","       2502.75","       2468.60","       2474.00","       2471.35","       2477.88","    1010778","      25045.90","      42927","     819330","         81.06"
"TCS","EQ","10-Nov-2015","       2471.35","       2472.95","       2477.00","       2450.00","       2455.00","       2458.15","       2463.30","     680960","      16774.08","      53282","     479205","         70.37"
"TCS","EQ","11-Nov-2015","       2458.15","       2475.00","       2475.00","       2450.00","       2472.00","       2468.80","       2467.45","      67582","       1667.55","       5197","      34003","         50.31"
"TCS","EQ","13-Nov-2015","       2468.80","       2438.05","       2438.05","       2386.55","       2396.00","       2397.40","       2405.31","    1371616","      32991.55","      77174","     958618","         69.89"
"TCS","EQ","16-Nov-2015","       2397.40","       2390.00","       2390.00","       2356.00","       2376.00","       2374.60","       2371.62","    1021764","      24232.38","      67518","     701532","         68.66"
"TCS","EQ","17-Nov-2015","       2374.60","       2380.50","       2398.45","       2375.00","       2390.00","       2390.55","       2385.85","     992514","      23679.89","      58593","     755518","         76.12"
"TCS","EQ","18-Nov-2015","       2390.55","       2388.90","       2388.90","       2346.00","       2349.65","       2351.45","       2358.29","     760176","      17927.17","      43678","     506662","         66.65"
"TCS","EQ","19-Nov-2015","       2351.45","       2365.35","       2381.60","       2352.00","       2367.00","       2362.55","       2366.14","     933453","      22086.81","      55764","     632570","         67.77"
"TCS","EQ","20-Nov-2015","       2362.55","       2366.50","       2423.55","       2361.95","       2394.50","       2398.35","       2403.22","    1006063","      24177.90","      60130","     575994","         57.25"
"TCS","EQ","23-Nov-2015","       2398.35","       2405.30","       2413.40","       2382.25","       2389.30","       2391.05","       2397.62","     544041","      13044.05","      42359","     351815","         64.67"
"TCS","EQ","24-Nov-2015","       2391.05","       2380.05","       2392.45","       2365.50","       2366.00","       2367.95","       2378.62","     499320","      11876.95","      35776","     342427","         68.58"
"TCS","EQ","26-Nov-2015","       2367.95","       2377.90","       2382.40","       2337.85","       2346.00","       2345.55","       2355.52","    1457646","      34335.09","      77452","     969589","         66.52"
"TCS","EQ","27-Nov-2015","       2345.55","       2348.00","       2359.45","       2332.50","       2354.95","       2353.35","       2348.70","     868603","      20400.86","      62719","     518858","         59.73"
"TCS","EQ","30-Nov-2015","       2353.35","       2365.00","       2391.25","       2350.15","       2373.55","       2364.70","       2365.21","    2050024","      48487.45","      85439","    1102521","         53.78"
"TCS","EQ","01-Dec-2015","       2364.70","       2362.90","       2378.05","       2357.05","       2359.75","       2361.90","       2363.85","     860997","      20352.67","      51511","     672976","         78.16"
"TCS","EQ","02-Dec-2015","       2361.90","       2378.00","       2378.10","       2346.50","       2367.00","       2365.20","       2362.86","     820148","      19378.96","      38694","     580713","         70.81"
"TCS","EQ","03-Dec-2015","       2365.20","       2360.00","       2373.00","       2347.00","       2350.00","       2350.75","       2356.59","    1141679","      26904.68","      41715","     765969","         67.09"
"TCS","EQ","04-Dec-2015","       2350.75","       2340.00","       2347.30","       2321.10","       2330.00","       2328.40","       2330.08","     623046","      14517.47","      32999","     426970","         68.53"
"TCS","EQ","07-Dec-2015","       2328.40","       2332.20","       2343.90","       2315.25","       2321.00","       2319.80","       2322.27","     691302","      16053.90","      52150","     487587","         70.53"
"TCS","EQ","08-Dec-2015","       2319.80","       2319.40","       2349.00","       2317.30","       2326.25","       2329.00","       2332.95","     569982","      13297.39","      47957","     336913","         59.11"
"TCS","EQ","09-Dec-2015","       2329.00","       2337.90","       2372.80","       2320.00","       2370.00","       2367.65","       2361.23","    2641403","      62369.54","      59592","    1365071","         51.68"
"TCS","EQ","10-Dec-2015","       2367.65","       2369.00","       2391.20","       2352.00","       2380.95","       2384.55","       2374.82","     861994","      20470.84","      52429","     556996","         64.62"
"TCS","EQ","11-Dec-2015","       2384.55","       2383.00","       2391.95","       2363.25","       2383.15","       2386.00","       2384.13","     826189","      19697.46","      53651","     598804","         72.48"
"TCS","EQ","14-Dec-2015","       2386.00","       2335.20","       2387.00","       2330.60","       2375.00","       2378.45","       2364.84","    1359266","      32144.43","      58637","     758806","         55.82"
"TCS","EQ","15-Dec-2015","       2378.45","       2378.45","       2385.00","       2363.05","       2379.50","       2375.85","       2375.03","     567934","      13488.59","      52585","     421587","         74.23"
"TCS","EQ","16-Dec-2015","       2375.85","       2384.00","       2414.50","       2384.00","       2407.50","       2408.40","       2402.07","     717967","      17246.09","      48074","     494205","         68.83"
"TCS","EQ","17-Dec-2015","       2408.40","       2415.00","       2445.00","       2393.35","       2434.10","       2439.75","       2418.57","     809422","      19576.47","      46818","     569320","         70.34"
"TCS","EQ","18-Dec-2015","       2439.75","       2420.00","       2434.20","       2400.65","       2409.80","       2416.80","       2416.02","    1512485","      36541.98","      47644","    1052042","         69.56"
"TCS","EQ","21-Dec-2015","       2416.80","       2419.95","       2450.00","       2406.85","       2443.00","       2446.40","       2428.40","     805052","      19549.89","      41004","     425890","         52.90"
"TCS","EQ","22-Dec-2015","       2446.40","       2440.00","       2440.00","       2400.00","       2407.00","       2405.05","       2413.33","     780429","      18834.30","      30995","     476137","         61.01"
"TCS","EQ","23-Dec-2015","       2405.05","       2415.00","       2435.00","       2410.55","       2418.80","       2425.80","       2425.06","     424917","      10304.49","      31057","     253475","         59.65"
"TCS","EQ","24-Dec-2015","       2425.80","       2421.00","       2438.20","       2404.00","       2435.00","       2434.25","       2424.03","     421580","      10219.24","      21932","     188670","         44.75"
"TCS","EQ","28-Dec-2015","       2434.25","       2428.00","       2466.40","       2420.20","       2456.95","       2462.70","       2455.00","    1852099","      45468.96","      43390","    1060100","         57.24"
"TCS","EQ","29-Dec-2015","       2462.70","       2458.35","       2465.30","       2445.75","       2449.35","       2455.80","       2452.26","     854262","      20948.75","      26975","     433986","         50.80"
"TCS","EQ","30-Dec-2015","       2455.80","       2453.05","       2459.00","       2412.30","       2421.70","       2418.30","       2442.06","     802881","      19606.82","      49464","     632180","         78.74"
"TCS","EQ","31-Dec-2015","       2418.30","       2415.75","       2448.50","       2407.50","       2430.00","       2436.85","       2428.90","     620159","      15063.03","      42600","     400391","         64.56"
"TCS","EQ","01-Jan-2016","       2436.85","       2439.00","       2439.00","       2412.25","       2414.10","       2416.40","       2423.73","     356131","       8631.65","      15545","     246115","         69.11"
"TCS","EQ","04-Jan-2016","       2416.40","       2410.15","       2414.00","       2366.05","       2373.00","       2369.60","       2381.76","     935092","      22271.61","      72341","     615009","         65.77"
"TCS","EQ","05-Jan-2016","       2369.60","       2385.00","       2386.60","       2341.00","       2349.85","       2348.95","       2353.54","    1339010","      31514.09","      97799","    1037513","         77.48"
"TCS","EQ","06-Jan-2016","       2348.95","       2350.20","       2386.15","       2350.20","       2382.00","       2381.60","       2374.18","    1326614","      31496.27","      43208","     852411","         64.25"
"TCS","EQ","07-Jan-2016","       2381.60","       2370.00","       2382.90","       2360.00","       2379.00","       2371.25","       2367.71","    1599790","      37878.37","      29836","     877850","         54.87"
"TCS","EQ","08-Jan-2016","       2371.25","       2385.00","       2407.35","       2372.50","       2400.80","       2397.60","       2396.08","     953772","      22853.14","      29435","     596208","         62.51"
"TCS","EQ","11-Jan-2016","       2397.60","       2382.50","       2384.00","       2348.85","       2362.80","       2362.35","       2361.63","    1465114","      34600.59","      52084","     927856","         63.33"
"TCS","EQ","12-Jan-2016","       2362.35","       2362.70","       2365.00","       2301.60","       2317.00","       2327.05","       2325.68","    1741297","      40496.99","      78442","    1022719","         58.73"
"TCS","EQ","13-Jan-2016","       2327.05","       2317.00","       2327.00","       2255.10","       2280.00","       2279.20","       2283.97","    2373046","      54199.74","     110813","    1008246","         42.49"
"TCS","EQ","14-Jan-2016","       2279.20","       2273.00","       2298.90","       2250.00","       2280.05","       2278.80","       2280.21","    1371026","      31262.31","      68867","     841660","         61.39"
"TCS","EQ","15-Jan-2016","       2278.80","       2288.85","       2291.70","       2255.00","       2265.25","       2261.10","       2267.74","    1634704","      37070.78","      59507","    1305490","         79.86"
"TCS","EQ","18-Jan-2016","       2261.10","       2262.00","       2291.90","       2260.00","       2280.00","       2277.65","       2281.48","    1106961","      25255.15","      36247","     824382","         74.47"
"TCS","EQ","19-Jan-2016","       2277.65","       2277.00","       2300.00","       2268.30","       2288.00","       2279.30","       2277.26","     483955","      11020.90","      37877","     314006","         64.88"
"TCS","EQ","20-Jan-2016","       2279.30","       2273.80","       2285.00","       2243.00","       2280.00","       2280.10","       2268.32","     807977","      18327.52","      47824","     573668","         71.00"
"TCS","EQ","21-Jan-2016","       2280.10","       2285.00","       2289.90","       2245.75","       2258.00","       2254.50","       2258.77","    1337768","      30217.16","      48506","     988982","         73.93"
"TCS","EQ","22-Jan-2016","       2254.50","       2273.00","       2302.05","       2260.00","       2290.00","       2295.75","       2290.27","     671589","      15381.22","      65671","     490657","         73.06"
"TCS","EQ","25-Jan-2016","       2295.75","       2301.90","       2339.00","       2291.50","       2301.70","       2304.65","       2317.64","     698780","      16195.18","      63300","     479449","         68.61"
"TCS","EQ","27-Jan-2016","       2304.65","       2302.00","       2329.95","       2281.90","       2317.00","       2319.75","       2316.74","     813493","      18846.49","      37894","     583494","         71.73"
"TCS","EQ","28-Jan-2016","       2319.75","       2315.50","       2348.90","       2308.05","       2345.00","       2331.20","       2334.21","    1553330","      36257.95","      52219","    1005471","         64.73"
"TCS","EQ","29-Jan-2016","       2331.20","       2358.70","       2400.00","       2335.05","       2386.10","       2391.30","       2372.42","    1117872","      26520.58","      51641","     842301","         75.35"
"TCS","EQ","01-Feb-2016","       2391.30","       2391.10","       2412.95","       2359.00","       2395.35","       2402.70","       2402.94","     747637","      17965.24","      65836","     542493","         72.56"
"TCS","EQ","02-Feb-2016","       2402.70","       2409.00","       2433.00","       2379.70","       2382.00","       2398.10","       2415.55","     737794","      17821.75","      50764","     460781","         62.45"
"TCS","EQ","03-Feb-2016","       2398.10","       2387.50","       2429.90","       2360.30","       2424.80","       2416.30","       2402.39","     654346","      15719.96","      35587","     443404","         67.76"
"TCS","EQ","04-Feb-2016","       2416.30","       2421.90","       2440.00","       2402.00","       2423.00","       2420.05","       2419.99","     625023","      15125.52","      42532","     370318","         59.25"
"TCS","EQ","05-Feb-2016","       2420.05","       2408.10","       2439.95","       2408.10","       2424.00","       2421.95","       2425.99","     701498","      17018.26","      80411","     454027","         64.72"
